School,Name,Position,Class,Hometown,High School
Baylor,Jacob Redding,S,Fr.,"New Braunfels, Texas",New Braunfels HS
Baylor,Michael Mastrodicasa,S,R-So.,"Austin, Texas",Vandegrift HS
Baylor,Mike Smith Jr.,LB,5th,"Flora, Miss.",Ridgeland HS
Baylor,Brooks Miller,LB,R-Jr.,"West Monroe, La.",West Monroe HS
Baylor,Jeremy Evans,LB,R-Fr.,"Tenaha, Texas",Tenaha HS
Baylor,Gavin Yates,TE,Jr.,"Frisco, Texas",Memorial HS
Baylor,Mark Patton,TE,R-Jr.,"Tyler, Texas",Lee HS
Baylor,Josh White,LB,R-Jr.,"Houston, Texas",Cy Creek HS
Baylor,Hawkins Polley,TE,Fr.,"Houston, Texas",Stratford HS
Baylor,Byron Vaughns,OLB,5th,"Fort Worth, Texas",Eastern Hills HS
Baylor,Tony Anyanwu,OLB,Jr.,"Rowlett, Texas",Sachse HS
Baylor,Caleb Parker,S,R-Jr.,"Dallas, Texas",Lake Highlands HS
Baylor,Dylan Schaub,LS,Fr.,"New Waverly, Texas",New Waverly HS
Baylor,Treven Ma'ae,DL,R-Jr.,"Kapolei, Hawaii",Bishop Gorman [Nev.] HS
Baylor,Trey Laurence,LB,Fr.,"San Antonio, Texas",Reagan HS
Baylor,Jonathan Steinhauer,TE,Fr.,"Sorø, Denmark",Joshua [Texas] HS
Baylor,Connor Heffernan,OL,R-So.,"Georgetown, Texas",Georgetown HS
Baylor,Kaian Roberts-Day,DL,R-Fr.,"Festus, Mo.",Festus HS
Baylor,Kyler Jordan,OLB,R-Fr.,"Lubbock, Texas",Cooper HS
Baylor,Corey Kelly,OLB,Fr.,"Houston, Texas",Clear Falls HS
Baylor,Campbell Barrington,OL,Jr.,"Spokane, Wash.",University HS
Baylor,Timothy Dawn,OL,R-Fr.,"Camden, Ark.",Fairview HS
Baylor,David Marshall Jr.,DL,So.,"Waxahachie, Texas",Waxahachie HS
Baylor,Garmon Randolph,OLB,R-Sr.,"Jefferson, Ga.",Jefferson HS
Baylor,Clark Barrington,OL,5th,"Spokane, Wash.",University HS
Baylor,Braden Strauss,LB,R-Jr.,"Waco, Texas",Midway HS
Baylor,Wes Tucker,OL,Fr.,"Argyle, Texas",Argyle HS
Baylor,Prince Ugoh,DL,R-So.,"Frisco, Texas",Liberty HS
Baylor,Gavin Byers,OL,Sr.,"Grapevine, Texas",Colleyville Heritage HS
Baylor,Jaden Maronen,LB,R-So.,"Katy, Texas",Katy HS
Baylor,Devonte Tezino,DL,R-Fr.,"Killeen, Texas",Ellison HS
Baylor,Cayden Tone,OL,Fr.,"San Mateo, Calif.",Junipero Serra HS
Baylor,Ryan Lengyel,OL,R-So.,"Dallas, Texas",Jesuit Prep
Baylor,Sean Thompkins,OL,Fr.,"Covington, Ga.",Newton HS
Baylor,Bryce Simpson,OL,R-Fr.,"Cypress, Texas",Cypress Ranch HS
Baylor,MJ Ruhman,OL,R-So.,"The Woodlands, Texas",The Woodlands HS
Baylor,Coleton Price,OL,R-Fr.,"Bowie, Texas",Bowie HS
Baylor,George Maile,OL,R-Fr.,"South Jordan, Utah",Bingham HS
Baylor,Kaden Sieracki,OL,R-Fr.,"The Woodlands, Texas",The Woodlands HS
Baylor,Elijah Ellis,OL,R-Sr.,"Paris, Texas",Paris HS
Baylor,Isaiah Robinson,OL,Fr.,"Arlington, Texas",Lamar HS
Baylor,Tate Williams,OL,R-So.,"Wall, Texas",Wall HS
Baylor,Alvin Ebosele,OL,R-Fr.,"Coppell, Texas",Coppell HS
Baylor,Monaray Baldwin,WR,Jr.,"Killeen, Texas",Shoemaker HS
Baylor,Jonathan Davidson,WR,R-Jr.,"Fulshear, Texas",Fulshear HS
Baylor,Cody Mladenka,TE,R-Fr.,"The Woodlands, Texas",College Park HS
Baylor,Cameron Bonner,WR,R-So.,"Houston, Texas",St. Thomas HS
Baylor,Matthew Klopfenstein,TE,Fr.,"Scottsdale, Ariz.",Horizon HS
Baylor,Jake Roberts,TE,Jr.,"Norman, Okla.",Norman North HS
Baylor,Kelsey Johnson,TE,So.,"Red Oak, Texas",Red Oak HS
Baylor,Micah Gifford,WR,Fr.,"Pflugerville, Texas",Weiss HS
Baylor,Drake Dabney,TE,Sr.,"Cypress, Texas",Cypress Ranch HS
Baylor,Brendan Bett,DL,Fr.,"Killeen, Texas",Ellison HS
Baylor,Trey Wilson,DL,Fr.,"Garland, Texas",Lakeview Centennial HS
Baylor,Trent Thomas,DL,Fr.,"Missouri City, Texas",Thurgood Marshall HS
Baylor,DK Kalu,DL,Fr.,"Missouri City, Texas",Ridge Point HS
Baylor,BoChao Jin,DL,R-Jr.,"Beijing, China",Aquinas Institute
Baylor,Palmer Williams,P,Fr.,"Advance, N.C.",Davie HS
Baylor,Gabe Hall,DL,Sr.,"Waller, Texas",Waller HS
Baylor,Bryce Boland,K,R-Jr.,"Waco, Texas",Midway HS
Baylor,Justin Sambu,DL,5th,"Calgary, Alberta, Canada",Clarkson North HS
Baylor,Hayden Arnold,K,Fr.,"Austin, Texas",Vandegrift HS
Baylor,Cooper Lanz,DL,R-So.,"Denton, Texas",Guyer HS
Baylor,Jerrell Boykins Jr.,DL,R-So.,"Gonzales, La.",East Ascension HS
Baylor,Isaiah Hankins,K,R-So.,"Little Rock, Ark.",Little Rock Christian
Baylor,Tre Emory,DL,R-Fr.,"Mount Pleasant, Texas",Mount Pleasant HS
Baylor,Jack Stone,K,So.,"Dallas, Texas",Highland Park HS
Iowa State,Zachary Lovett,LB,R-So.,"Melbourne, Fla.",Rockledge
Iowa State,Beni Ngoyi,WR,Fr.,"Lincoln, Neb.",Lincoln
Iowa State,T.J.  Tampa,DB,Sr.,"St. Petersburg, Fla.",Lakewood
Iowa State,Rocco Becht,QB,R-Fr.,"Wesley Chapel, Fla.",Wiregrass
Iowa State,Jeremiah Cooper,DB,So.,"El Paso, Texas",Andress
Iowa State,Cartevious Norton,RB,So.,"Waycross, Ga.",Ware County
Iowa State,Myles Purchase,DB,Jr.,"Denver, Colo.",Cherry Creek
Iowa State,Myles Mendeszoon,DE,R-So.,"Chardon, Ohio",Chardon
Iowa State,Eli Sanders,RB,R-So.,"Oceanside, Calif.",Chandler (Ariz.)
Iowa State,Tanner Hughes,QB,Jr.,"Chico, Calif.",Pleasant Valley
Iowa State,Malik Verdon,DB,R-So.,"Hamilton, Ohio",Hamilton
Iowa State,Greg Gaines III,WR,R-Fr.,"Tampa, Fla.",Tampa Bay Tech
Iowa State,Jayden Higgins,WR,Jr.,"South Miami, Fla.",Westminster Christian
Iowa State,JJ Kohl,QB,Fr.,"Ankeny, Iowa",Ankeny
Iowa State,Darien Porter,DB,R-Sr.,"Bettendorf, Iowa",Bettendorf
Iowa State,Jason Essex,WR,R-Fr.,"Kansas City, Mo.",Winnetonka
Iowa State,Tyler Onyedim,DL,R-So.,"Richmond, Texas",Foster
Iowa State,Hunter Dekkers,QB,R-Jr.,"Hawarden, Iowa",West Sioux
Iowa State,Jacob Imming,LB,R-Fr.,"Sergeant Bluff, Iowa",Sergeant Bluff-Luton
Iowa State,Jaylin Noel,WR,Jr.,"Kansas City, Mo.",Park Hill
Iowa State,Cam Smith,DB,Fr.,"Austintown, Ohio",Fitch
Iowa State,Dimitri Stanley,WR,R-Sr.,"Aurora, Colo.",Cherry Creek
Iowa State,Carson Willich,LB,R-Fr.,"Blue Springs, Mo.",Blue Springs
Iowa State,Wyatt Bohm,QB,Fr.,"Mahomet, Ill.",Mahomet-Seymour
Iowa State,Norris Davis Jr.,DB,Fr.,"Tampa, Fla.",Tampa Bay Tech
Iowa State,Daniel Jackson,WR,R-Jr.,"Cibolo, Texas",Steele
Iowa State,Kai Black,WR,Fr.,"Urbandale, Iowa",Urbandale
Iowa State,Beau Freyler,DB,Jr.,"Colorado Springs, Colo.",Pine Creek
Iowa State,Benjamin Brahmer,TE,Fr.,"Pierce, Neb.",Pierce
Iowa State,Ben Nikkel,DB,R-Sr.,"McPherson, Kan.",McPherson
Iowa State,Chase Contreraz,PK,R-Sr.,"Missouri Valley, Iowa",Missouri Valley
Iowa State,Ta’Shawn James,DB,Fr.,"Oklahoma City, Okla.",Carl Albert
Iowa State,Michael Parkes,WR,Fr.,"Palm Bay, Fla.",Bayside
Iowa State,Terrell Crosby Jr.,DB,R-Fr.,"St. Petersburg, Fla.",Lakewood
Iowa State,Jace Gilbert,PK/P,So.,"Marlow, Okla.",Marlow
Iowa State,Jamison Patton,DB,Fr.,"Des Moines, Iowa",Ankeny
Iowa State,Dillon Ranck,WR,Fr.,"Norwalk, Iowa",Norwalk
Iowa State,Blake Thompson,DB,R-So.,"Missouri City, Texas",Elkins
Iowa State,Quaron Adams,WR,R-Fr.,"Phoenix, Ariz.",Chandler
Iowa State,Will McLaughlin,LB,So.,"Defiance, Iowa",Harlan
Iowa State,Treyveon McGee,DB,R-Jr.,"Detroit, Mich.",Ypsilanti
Iowa State,Abu Sama,RB,Fr.,"Des Moines, Iowa",Southeast Polk
Iowa State,Trevon Howard,DB,R-Fr.,"St. Paul, Minn.",IMG Academy (Fla.)
Iowa State,Carson Hansen,RB,Fr.,"Lakeville, Minn.",Lakeville South
Iowa State,Myles Norwood,DB,So.,"St. Louis, Mo.",Trinity Catholic
Iowa State,Vince Benetti,DE,Fr.,"Adel, Iowa",ADM
Iowa State,Tripp Walsh,TE,Fr.,"Hartland, Wis.",Arrowhead
Iowa State,Drew Surges,DB,Fr.,"Chicago, Ill.",St. Charles North
Iowa State,Jontez Williams,DB,R-Fr.,"Starke, Fla.",Bradford
Iowa State,Carson Brown,WR,R-Fr.,"Ankeny, Iowa",Dowling Catholic
Iowa State,Gerry Vaughn,LB,R-Sr.,"Atlanta, Ga.",Tucker
Iowa State,Arlen Harris Jr.,RB,R-Fr.,"Wentzville, Mo.",Lutheran St. Charles
Iowa State,Jack Sadowsky V,LB,Fr.,"Batavia, Ill.",Batavia
Iowa State,Blaze Doxzon,RB,R-Jr.,"Omaha, Neb.",Elkhorn South
Iowa State,JJ Jean-Louis,LB,Fr.,"Centerville, Ohio",Centerville
Iowa State,Caden Kock,DB,R-Fr.,"Carroll, Iowa",Carroll
Iowa State,Dominic Sisneros,LS,Jr.,"Calmar, Iowa",South Winneshiek
Iowa State,Zack Anderson,DB,R-Fr.,"Estherville, Iowa",Lincoln Central
Iowa State,Mason DouBrava,DB,R-So.,"West Des Moines, Iowa",Valley
Iowa State,Easton Miller,RB,Fr.,"Ankeny, Iowa",Centennial
Iowa State,Levi Hummel,RB,R-Sr.,"Des Moines, Iowa",Dowling Catholic
Iowa State,Eddie Lemos,DB,R-Fr.,"Loveland, Colo.",Resurrection Christian
Iowa State,AJ Petersen,TE,Fr.,"Long Grove, Iowa",North Scott
Iowa State,Asle Thorson,DB,R-Jr.,"Ft. Dodge, Iowa",Ft. Dodge
Iowa State,Jefferson Adam,DE,Jr.,"Ypsilanti, Mich.",Ypsilanti
Iowa State,Rylan Barnes,LB,Fr.,"Britt, Iowa",West Hancock
Iowa State,John Klosterman,LB,R-Fr.,"Iowa City, Iowa",City
Iowa State,Tucker Clark,TE,Fr.,"Center Point, Iowa",Center Point-Urbana
Iowa State,Caden Matson,DB,R-Fr.,"Humboldt, Iowa",Humboldt
Iowa State,Wyatt Archer,DB,Fr.,"Omaha, Neb.",Skutt
Iowa State,Jacob Ellis,LB,R-So.,"Roseville, Calif.",Granite Bay
Iowa State,Alec Cook,LB,R-Fr.,"Omaha, Neb.",Burke
Iowa State,Samuel Samè,DE,Fr.,"Wichita, Kan.",Derby
Iowa State,Carston Marshall,LB,R-So.,"Kennesaw, Ga.",Wadsworth (Ohio)
Iowa State,Kooper Ebel,LB,Fr.,"Hartley, Iowa",Hartley-Melvin-Sanborn
Iowa State,Jack Bjorn,TE,R-Fr.,"Parkville, Mo.",Park Hill South
Iowa State,Cole Garwood,LB,Fr.,"Urbandale, Iowa",Urbandale
Iowa State,Tommy Hamann,DL,R-Fr.,"Minneapolis, Minn.",Wayzata
Iowa State,Kade Gilbertson,LB,Fr.,"Rosemount, Minn.",Rosemount
Iowa State,Stevo Klotz,TE,R-Jr.,"Chaska, Minn.",Chaska
Iowa State,Caleb Bacon,LB,R-So.,"Lake Mills, Iowa",Lake Mills
Iowa State,Tyler Maro,OL,R-So.,"Davenport, Iowa",Assumption
Iowa State,Brendan Black,OL,Fr.,"Yulee, Fla.",The Bolles School
Iowa State,Drake Knobloch,LS,R-Fr.,"Winterset, Iowa",Winterset
Iowa State,Tobechi Okoli,DE,R-So.,"Kansas City, Mo.",Lincoln College Prep
Iowa State,Joey Petersen,DE,Jr.,"Long Grove, Iowa",North Scott
Iowa State,Zaimir Hawk,DL,Fr.,"Hillside, N.J.",Hillside
Iowa State,Evan Ladwig,OL,R-So.,"Cascade, Wis.",Plymouth
Iowa State,David Caulker,DE,Fr.,"Des Moines, Iowa",Des Moines North
Iowa State,Jarrod Hufford,OL,R-Sr.,"Newark, Ohio",Licking Valley
Iowa State,Anthony Cunningham Jr.,DE,Fr.,"Belleville, Ill.",Belleville East
Iowa State,Darrell Simmons Jr.,OL,R-Sr.,"Belleville, Ill.",East St. Louis
Iowa State,Anthony Smith,OL,R-Jr.,"Lakeland, Fla.",Lakeland
Iowa State,Nick Reinicke,LB,Fr.,"Dike, Iowa",Dike-New Hartford
Iowa State,J.R.  Singleton,DL,R-Jr.,"Gurnee, Ill.",Warren Township
Iowa State,Jack  Hester,OL,R-Jr.,"Bettendorf, Iowa",Bettendorf
Iowa State,Aidan Gilmore,OL,Fr.,"Dallas, Texas",Parish Episcopal
Iowa State,Jacob Lyftogt,LS,Fr.,"Waunakee, Wis.",Waunakee
Iowa State,Jim Bonifas,OL,R-So.,"Dubuque, Iowa",Senior
Iowa State,Tyler Miller,OL,R-Jr.,"Scranton, Iowa",Greene County
Iowa State,Grant Treiber,OL,R-Sr.,"Sioux Falls, S.D.",Lincoln
Iowa State,George Nahas,OL,Fr.,"West Des Moines, Iowa",Dowling Catholic
Iowa State,Trevor Buhr,OL,Fr.,"Washington, Mo.",Washington
Iowa State,Gabe Greenlee,OL,R-Fr.,"Ames, Iowa",Ames
Iowa State,Jake Remsburg,OL,R-Sr.,"West Des Moines, Iowa",Valley
Iowa State,Brady Petersen,OL,R-Jr.,"Ankeny, Iowa",Centennial
Iowa State,Hayden Pauls,OL,R-Jr.,"Emporia, Kan.",Emporia
Iowa State,James Neal,OL,R-So.,"Grayson, Ga.",Grayson
Iowa State,Oluwafunto Akinshilo,OL,R-So.,"Lagos, Nigeria",Leuzinger
Iowa State,Easton Eledge,OL,R-Fr.,"Underwood, Iowa",Underwood
Iowa State,Nick  Lawler,OL,R-Jr.,"Clare, Iowa",Ft. Dodge St. Edmond
Iowa State,Deylin Hasert,OL,R-Fr.,"Marshall, Minn.",Marshall
Iowa State,Tyler Perkins,P,So.,"Norwalk, Ohio",St. Paul
Iowa State,Jonathan Vande Walle,WR,Fr.,"Sun Prairie, Wis.",Sun Prairie East
Iowa State,Tyler Moore,TE,R-So.,"Des Moines, Iowa",Johnston
Iowa State,DeShawn Hanika,TE,R-Sr.,"Topeka, Kan.",Hayden
Iowa State,Gabe Burkle,TE,R-Fr.,"Cedar Rapids, Iowa",Prairie
Iowa State,Aidan Bitter,WR,R-Jr.,"Tampa, Fla.",Steinbrenner
Iowa State,Andrew Keller,TE,R-Fr.,"Waunakee, Wis.",Waunakee
Iowa State,Easton Dean,TE,R-Sr.,"Oswego, Kan.",Labette County
Iowa State,Ikenna Ezeogu,DE,R-Fr.,"Blue Springs, Mo.",Blue Springs
Iowa State,Tyler Claiborne,WR,R-Fr.,"Lenexa, Kan.",St. James Academy
Iowa State,Trent Jones II,DE,R-So.,"Eden Prairie, Minn.",Eden Prairie
Iowa State,Braden Simonsen,DL,R-Fr.,"Ankeny, Iowa",Ankeny
Iowa State,Obald Niyonkuru,DL,Fr.,"Altoona, Iowa",Southeast Polk
Iowa State,Xavier Hamilton,DL,Fr.,"Bettendorf, Iowa",Bettendorf
Iowa State,Domonique Orange,DL,So.,"Kansas City, Mo.",North
Iowa State,Chet Andrews,DE,R-Fr.,"Huntley, Ill.",Huntley
Iowa State,Kyle Konrardy,PK,Fr.,"Dubuque, Iowa",Dubuque Senior
Iowa State,Kaden Sutton,DL,R-Jr.,"Adel, Iowa",ADM
Iowa State,Ryan Millmore,P,Fr.,"Normal, Ill.",Normal
Iowa State,Keegan  Shackford,PK,R-So.,"Ashburn, Va.",Independence
BYU,Kody Epps,Wide Receiver,Sophomore,"Los Angeles, California",Mater Dei High School
BYU,Jakob Robinson,Cornerback,Junior,"Orem, Utah",Utah State / Orem High School
BYU,Micah Harper,Safety,Sophomore,"Chandler, Arizona",Basha High School
BYU,Keanu Hill,Wide Receiver,Junior,"Bedford, Texas",Trinity High School
BYU,Ben Bywater,Linebacker,Junior,"Salt Lake City, Utah",Olympus High School
BYU,Chase Roberts,Wide Receiver,Sophomore,"Highland, Utah",American Fork High School
BYU,Chaz Ah You,Linebacker,Senior,"Saratoga Springs, Utah",Westlake High School
BYU,Aidan Robbins,Running Back,Junior,"Louisville, Kentucky",UNLV
BYU,Caleb Christensen,Cornerback,Junior,"Smithfield, Utah",Sky View High School
BYU,Miles Davis,Running Back,Sophomore,"Las Vegas, Nevada",Las Vegas High School
BYU,Eddie Heckard,Cornerback,Senior,"Las Vegas, Nevada",Weber State
BYU,Darius Lassiter,Wide Receiver,Senior,"Chandler, Arizona",Eastern Michigan
BYU,Kamden Garrett,Cornerback,Senior,"Las Vegas, Nevada",Weber State
BYU,Hinckley Ropati,Running Back,Senior,"Downey, California",Cerritos College
BYU,Kedon Slovis,Quarterback,Senior,"Scottsdale, Arizona",Pittsburgh
BYU,AJ Vongphachanh,Linebacker,Senior,"Pasco, Washington",Utah State
BYU,Cade Fennegan,Quarterback,Sophomore,"Dallas, Texas",Boise State
BYU,Harrison Taggart,Linebacker,Freshman,"Draper, Utah",Oregon
BYU,Malik Moore,Safety,Senior,"San Diego, California",Point Loma High School
BYU,Jake Retzlaff,Quarterback,Junior,"Corona, California",Riverside City College
BYU,Isaiah Bagnah,Defensive End,Junior,"Lethbridge, Alberta",Boise State
BYU,Jojo Phillips,Wide Receiver,Freshman,"Lancaster, California",Sierra Canyon High School
BYU,Nick Billoups,Quarterback,Sophomore,"San Clemente, California",San Clemente HS
BYU,Isaiah Glasker,Linebacker,Freshman,"South Jordan, Utah",Bingham High School
BYU,Cole Hagen,Quarterback,Freshman,"Draper, Utah",Corner Canyon High School
BYU,Keelan Marion,Wide Receiver,Sophomore,"Atlanta, Georgia",UConn
BYU,Preston Rex,Safety,Freshman,"San Clemente, California",San Clemente High School
BYU,Ryder Burton,Quarterback,Freshman,"Springville, Utah",Springville High School
BYU,Mory Bamba,Cornerback,Junior,"Menomonee Falls, Wisconsin",Tyler Junior College
BYU,Ace Kaufusi,Linebacker,Freshman,"Kahuku, Hawaii",Kahuku High School
BYU,Jackson Bowers,Tight End,Freshman,"Mesa, Arizona",Mountain View High School
BYU,Jacob Boren,Cornerback,Senior,"Salt Lake City, Utah",Highland High School
BYU,Deion Smith,Running Back,Senior,"Houston, Texas",Colorado
BYU,Dylan Flowers,Cornerback,Sophomore,"Playa del Rey, California",Southern Utah
BYU,Enoch Nawahine,Running Back,Sophomore,"Kahuku, Hawaii",Utah State
BYU,Mason Fakahua,Tight End,Junior,"Cedar City, Utah",Cedar City High School
BYU,Ammon Hannemann,Linebacker,Junior,"Highland, Utah",Lone Peak High School
BYU,Chika Ebunoha,Safety,Freshman,"Tucson, Arizona",Marana High School
BYU,Hobbs Nyberg,Wide Receiver,Junior,"St. George, Utah",Dixie High School
BYU,Ryan Rehkow,Punter,Junior,"Veradale, Washington",Central Valley High School
BYU,Talan Alfrey,Safety,Sophomore,"Auburn, Washington",Auburn Mountainview High School
BYU,Ethan Slade,Safety,Sophomore,"Orem, Utah",Orem High School
BYU,LJ Martin,Running Back,Freshman,"El Paso, Texas",Canutillo High School
BYU,Marcus McKenzie,Cornerback,Freshman,"St. George, Utah",Pine View High School
BYU,Tanner Wall,Safety,Sophomore,"Arlington, Virginia",Yorktown High School
BYU,Jayden Dunlap,Cornerback,Junior,"Carson, California",Cerritos College
BYU,Jake Hill,Wide Receiver,Freshman,"St. George, Utah",Snow Canyon High School
BYU,Nukuluve Helu,Running Back,Freshman,"Tooele, Utah",Tooele High School
BYU,Miles Hall,Linebacker,Freshman,"St. George, Utah",Skyline High School
BYU,Quenton Rice,Cornerback,Sophomore,"Las Vegas, Nevada",Faith Lutheran High School
BYU,Kevin Doe,Wide Receiver,Freshman,"Salt Lake City, Utah",East High School
BYU,Max Tooley,Linebacker,Senior,"Bountiful, Utah",Bountiful High School
BYU,Ty Burke,Safety,Freshman,"Syracuse, Utah",Syracuse High School
BYU,Raider Damuni,Safety,Freshman,"Provo, Utah",Timpview High School
BYU,Maika Kaufusi,Linebacker,Freshman,"Cottonwood Heights, Utah",Alta High School
BYU,Zion Allen,Cornerback,Freshman,"Stockton, California",Manteca High School
BYU,Bentley Redden,Tight End,Freshman,"San Clemente, California",San Clemente HS
BYU,Talmage Gunther,Wide Receiver,Junior,"Cedar Hills, Utah",Lone Peak High School
BYU,Evan Johnson,Cornerback,Freshman,"Monterey, California",Stevenson High School
BYU,Jordan Kapisi,Kicker,Freshman,"Honolulu, Hawaii",Punahou HS
BYU,Malae Tanuvasa,Safety,Freshman,"Highland, Utah",Skyridge HS
BYU,Crew Wakley,Safety,Sophomore,"Sandy, Utah",Utah State
BYU,Landon Rehkow,Punter/Kicker,Freshman,"Veradale, Washington",Central Valley High School
BYU,Sione Moa,Linebacker,Sophomore,"North Ogden, Utah",Utah State
BYU,Ray Paulo,Tight End,Junior,"Pago Pago, American Samoa",Allan Hancock College
BYU,Petey Tuipulotu,Safety,Freshman,"Fort Mill, South Carolina",Nation Ford High School
BYU,Naseri Danielson,Linebacker,Freshman,"Stockton, California",St. Mary's High School
BYU,Will Ferrin,Kicker,Sophomore,"Kaysville, Utah",Boise State
BYU,Michael Daley,Defensive End,Sophomore,"Alpine, Utah",Lone Peak High School
BYU,John Henry Daley,Defensive End,Freshman,"Alpine, Utah",Lone Peak High School
BYU,Dalton Riggs,Deep Snapper,Freshman,"Eagle, Idaho",Eagle High School
BYU,Bodie Schoonover,Defensive End,Freshman,"American Fork, Utah",American Fork High School
BYU,Nason Coleman,Tight End,Freshman,"Chandler, Arizona",Chandler High School
BYU,Lucky Finau,Linebacker,Freshman,"Sandy, Utah",Alta High School
BYU,Kason Krebs,Linebacker,Freshman,"Sunset Beach, Hawaii",Southern Utah
BYU,Sonny Makasini,Offensive Line,Freshman,"Provo, Utah",Timpview High School
BYU,Ben Ward,Offensive Line,Junior,Washington D.C.,Dallastown High School
BYU,Fisher Jackson,Linebacker,Junior,"South Jordan, Utah",Herriman High School
BYU,Siale Esera,Linebacker,Freshman,"Provo, Utah",Timpview High School
BYU,Paul Maile,Offensive Line,Senior,"Salt Lake City, Utah",University of Utah
BYU,Joseph Paulo,Offensive Line,Junior,"East Palo Alto, California",College of San Mateo
BYU,Jake Eichorn,Offensive Line,Sophomore,"Beaver, Utah",Weber State
BYU,Nuuletau Sellesin,Defensive End,Sophomore,"Woods Cross, Utah",Weber State
BYU,Aisea Moa,Defensive End,Freshman,"North Ogden, Utah",Weber High School
BYU,Logan Lutui,Defensive End,Junior,"West Valley City, Utah",Weber State
BYU,Tyler Little,Offensive Line,Sophomore,"Gridley, California",Butte College
BYU,Weylin Lapuaho,Offensive Line,Sophomore,"South Jordan, Utah",Utah State
BYU,Atunaisa Mahe,Defensive Tackle,Senior,"West Jordan, Utah",West Jordan High School
BYU,Brayden Keim,Offensive Line,Junior,"Sandy, Utah",Alta High School
BYU,Ian Fitzgerald,Offensive Line,Senior,"Hawthorn Woods, Illinois",Missouri State
BYU,Peter Falaniko,Offensive Line,Freshman,"St. George, Utah",Pine View High School
BYU,Simi Moala,Offensive Line,Senior,"Inglewood, California",Utah
BYU,Connor Pay,Offensive Line,Junior,"Highland, Utah",Lone Peak High School
BYU,Weston Jones,Offensive Line,Freshman,"Romeo, Michigan",Romeo High School
BYU,Trevin Ostler,Offensive Line,Freshman,"Bountiful, Utah",Bountiful High School
BYU,Sam Dawe,Offensive Line,Freshman,"Spanish Fork, Utah",Idaho State / Spanish Fork High School
BYU,Caleb Etienne,Offensive Line,Junior,"New Orleans, Louisiana",Oklahoma State
BYU,Jake Griffin,Offensive Line,Freshman,"Mesa, Arizona",Red Mountain High School
BYU,Kingsley Suamataia,Offensive Line,Sophomore,"Orem, Utah",Oregon
BYU,Kaden Chidester,Offensive Line,Freshman,"Richfield, Utah",Richfield High School
BYU,Koa Eldredge,Wide Receiver,Freshman,"Honolulu, Hawaii",Punahou High School
BYU,Parker Kingston,Wide Receiver,Freshman,"Layton, Utah",Roy High School
BYU,Isaac Rex,Tight End,Junior,"San Clemente, California",San Clemente High School
BYU,Austin Riggs,Deep Snapper,Junior,"Eagle, Idaho",Eagle High School
BYU,Anthony Olsen,Tight End,Freshman,"Salt Lake City, Utah",Olympus High School
BYU,Dom Henry,Wide Receiver,Freshman,"St. Augustine, Florida",Nease High School
BYU,Ethan Erickson,Tight End,Sophomore,"Laie, Hawaii",Kahuku HS
BYU,Devin Downing,Wide Receiver,Freshman,"American Fork, Utah",American Fork High School
BYU,Kade Moore,Wide Receiver,Sophomore,"Lehi, Utah",Lehi HS
BYU,David Latu,Defensive Tackle,Sophomore,"Bountiful, Utah",Snow College
BYU,Jackson Cravens,Defensive Tackle,Senior,"Provo, Utah",Boise State
BYU,Tyler Batty,Defensive End,Junior,"Payson, Utah",Payson High School
BYU,Blake Mangelson,Defensive End,Junior,"Nephi, Utah",Juab High School
BYU,John Nelson,Defensive Tackle,Junior,"Salem, Utah",Salem Hills High School
BYU,Caden Haws,Defensive Tackle,Junior,"Little Rock, Arkansas",Pulaski Academy
BYU,Bruce Mitchell,Defensive Tackle,Sophomore,"Kamas, Utah",South Summit High School
BYU,Matthias Dunn,Kicker,Freshman,"Heber City, Utah",Wasatch High School
BYU,Wyatt Dawe,Defensive Tackle,Sophomore,"Pleasant Grove, Utah",Southern Utah
BYU,Joshua Singh,Defensive Tackle,Sophomore,"Orem, Utah",Orem High School
BYU,Mata'ava Ta'ase,Tight End,Junior,"Mesa, Arizona",Southern Utah
Kansas,Quentin Skinner,Wide Receiver,Junior,"Claremore, Okla.",Claremore HS
Kansas,Kenny Logan Jr.,Safety,Senior,"St. Augustine, Fla.",Menendez HS
Kansas,Cobee Bryant,Cornerback,Junior,"Evergreen, Ala.",Hillcrest HS
Kansas,Lawrence Arnold,Wide Receiver,Junior,"DeSoto, Texas",DeSoto HS
Kansas,Mello Dotson,Cornerback,Junior,"Daytona Beach, Fla.",Mainland HS
Kansas,Tanaka Scott,Wide Receiver,RS-Sophomore,"Mobile, Ala.",Murphy HS
Kansas,Marvin Grant,Safety,RS-Junior,"Detroit, Mich.",Martin Luther King
Kansas,Devin Neal,Running Back,Junior,"Lawrence, Kan.",Lawrence HS
Kansas,Doug Emilien,Wide Receiver,RS-Sophomore,"Fort Lauderdale, Fla.",American Heritage
Kansas,O.J. Burroughs,Safety,Junior,"Savannah, Ga.",IMG Academy
Kansas,Taiwan Berryhill Jr.,Linebacker,Junior,"New Orleans, La.",St. Augustine HS
Kansas,Jalon Daniels,Quarterback,Junior,"Lawndale, Calif.",Lawndale HS
Kansas,Trevor Wilson,Wide Receiver,RS-Junior,"Tallahassee, Fla.",Amos P. Godby HS
Kansas,Gage Keys,Defensive Line,RS-Sophomore,"Hilliard, Ohio",Hilliard Davidson HS
Kansas,Kwinton Lassiter,Cornerback,Senior,"Chandler, Ariz.",Free State HS (Kan.)
